datasourceid,time,rolling_pm25_24h,rolling_no2_24h
DJCYU2364,2026-02-10T23:47:05.000Z,22.07,18.87
DJGDZ3688,2026-01-26T20:55:23.000Z,15.8,
DJGDZ3688,2026-01-27T03:40:07.000Z,17.509999999999998,
DJGDZ3688,2026-01-27T11:17:22.000Z,16.333333333333332,
DJHFB1439,2026-01-26T22:37:34.000Z,14.37,
DJIHM1001,2026-02-10T20:29:46.000Z,14.83,21.72
DJIHM1001,2026-02-10T21:03:54.000Z,16.16,19.78
DJJVG1917,2026-01-26T21:25:16.000Z,13.4,
DJJVG1917,2026-01-27T01:12:39.000Z,10.27,
DJJVG1917,2026-01-27T07:37:26.000Z,10.836666666666666,
DJJVG1917,2026-01-27T10:32:12.000Z,11.7975,
DJJVG1917,2026-01-27T14:36:50.000Z,11.628,
DJJVG1917,2026-02-10T05:31:13.000Z,18.87,17.66
DJKZD4256,2026-01-26T22:44:53.000Z,6.15,
DJKZD4256,2026-01-26T23:19:31.000Z,7.2250000000000005,
DJKZD4256,2026-01-27T00:46:07.000Z,6.456666666666667,
DJKZD4256,2026-01-27T12:01:03.000Z,7.0,
DJKZD4256,2026-02-10T14:51:29.000Z,15.56,25.69
DJKZD4256,2026-02-10T23:30:33.000Z,14.370000000000001,19.185000000000002
DJKZD4256,2026-02-10T23:47:50.000Z,14.873333333333335,17.59
DJSLY4013,2026-01-27T05:15:37.000Z,18.64,
DJSLY4013,2026-01-27T05:32:46.000Z,18.695,
DJSLY4013,2026-02-10T21:38:42.000Z,19.5,27.18
DJWGZ0445,2026-01-26T21:53:59.000Z,10.42,
DJWGZ0445,2026-01-26T22:45:22.000Z,11.315000000000001,
DJWGZ0445,2026-02-10T03:32:42.000Z,17.8,20.59
DJWGZ0445,2026-02-11T00:02:12.000Z,20.439999999999998,20.83
DKDJK5693,2026-01-26T14:19:40.000Z,11.92,
DKDJK5693,2026-01-27T14:52:08.000Z,13.51,
DKHYU9123,2026-01-27T00:50:00.000Z,8.17,
DKHYU9123,2026-01-27T14:37:15.000Z,11.43,
DKIJX6114,2026-01-26T21:21:20.000Z,7.19,
DKIJX6114,2026-01-26T23:39:59.000Z,6.880000000000001,
DKIJX6114,2026-01-27T02:16:04.000Z,6.493333333333333,
DKIJX6114,2026-01-27T03:25:22.000Z,6.8125,
DKIJX6114,2026-02-10T14:33:20.000Z,20.98,21.77
DKIJX6114,2026-02-11T00:03:41.000Z,19.025,19.375
DKISS7174,2026-01-26T14:50:37.000Z,8.83,
DKISS7174,2026-01-26T16:00:06.000Z,8.865,
DKISS7174,2026-01-26T22:22:03.000Z,11.36,
DKISS7174,2026-01-27T02:25:09.000Z,13.28,
DKISS7174,2026-01-27T04:09:22.000Z,15.118,
DKISS7174,2026-01-27T12:32:46.000Z,16.115,
DKNMF4367,2026-02-10T04:12:11.000Z,18.66,19.49
DKRXT7147,2026-01-26T22:39:17.000Z,12.82,
DKRXT7147,2026-01-27T12:13:21.000Z,13.995000000000001,
DKTWP2892,2026-01-26T13:06:11.000Z,9.76,
DKTWP2892,2026-01-26T15:25:03.000Z,8.36,
DKTWP2892,2026-01-27T11:39:19.000Z,8.866666666666667,
DKTWP2892,2026-02-10T21:01:44.000Z,18.8,9.69
DKUAZ4434,2026-01-27T03:12:55.000Z,16.74,
DKWDP4373,2026-01-27T03:50:24.000Z,13.7,
DKWDP4373,2026-01-27T12:21:45.000Z,13.405,
DKXFR1580,2026-01-26T12:20:27.000Z,7.46,
DKXFR1580,2026-01-27T10:51:05.000Z,11.525,
DKXFR1580,2026-02-10T04:06:07.000Z,18.87,21.85
DLAIF4030,2025-12-09T01:47:17.129Z,15.18,
DLAIF4030,2025-12-20T10:08:30.941Z,6.76,
DLAIF4030,2025-12-20T10:26:08.174Z,6.34,
DLAIF4030,2025-12-21T16:22:39.647Z,6.51,
DLAIF4030,2025-12-21T23:42:56.602Z,7.99,
DLAIF4030,2025-12-29T14:05:23.808Z,6.57,
DLAIF4030,2026-01-26T13:20:02.000Z,14.07,
DLAIF4030,2026-02-10T05:44:54.000Z,20.36,22.85
DLAIF4030,2026-02-10T15:25:42.000Z,25.64,23.815
DLAIF4030,2026-03-14T11:26:04.000Z,4.7,
DLDVK7370,2026-01-26T13:15:17.000Z,11.74,
DLDVK7370,2026-01-26T18:31:52.000Z,11.690000000000001,
DLDVK7370,2026-01-26T23:13:12.000Z,11.606666666666667,
DLDVK7370,2026-01-27T00:05:58.000Z,10.8975,
DLDVK7370,2026-01-27T04:47:31.000Z,11.63,
DLDVK7370,2026-01-27T10:39:06.000Z,12.131666666666668,
DLFZU4679,2026-01-26T22:41:20.000Z,9.92,
DLFZU4679,2026-01-27T03:22:33.000Z,12.39,
DLFZU4679,2026-01-27T10:41:45.000Z,11.933333333333332,
DLFZU4679,2026-02-10T15:09:26.000Z,25.49,32.13
DLIKU5639,2026-02-10T15:23:58.000Z,25.96,22.56
DLIKU5639,2026-02-10T20:03:02.000Z,21.630000000000003,20.365000000000002
DLJWW1620,2026-01-27T04:00:43.000Z,20.89,
DLJWW1620,2026-02-10T15:36:44.000Z,27.38,26.22
DLJWW1620,2026-02-10T23:47:26.000Z,25.725,22.064999999999998
DLNMW9381,2026-01-27T00:39:25.000Z,9.6,
DLNMW9381,2026-01-27T02:07:31.000Z,10.19,
DLNMW9381,2026-01-27T11:47:38.000Z,11.636666666666665,
DLTCH1397,2026-01-26T22:32:57.000Z,12.2,
DLTCH1397,2026-01-27T01:11:33.000Z,9.39,
DLTCH1397,2026-01-27T05:35:57.000Z,11.326666666666668,
DLUKV4510,2026-01-26T13:38:32.000Z,8.72,
DLUKV4510,2026-01-27T04:41:56.000Z,10.65,
DLUKV4510,2026-02-10T21:45:14.000Z,19.47,14.14
DLVFF5341,2026-01-26T13:56:23.000Z,7.25,
DLVFF5341,2026-01-27T01:19:26.000Z,6.65,
DLZBV6061,2026-01-26T13:19:26.000Z,7.59,
DLZBV6061,2026-01-27T03:15:54.000Z,12.26,
DMAFX5938,2026-01-27T03:02:48.000Z,17.48,
DMAFX5938,2026-02-11T00:05:25.000Z,21.31,12.85
DMARJ5120,2026-01-27T04:31:20.000Z,13.53,
DMARJ5120,2026-01-27T05:56:36.000Z,12.28,
DMARJ5120,2026-01-27T14:46:29.000Z,11.153333333333334,
DMARJ5120,2026-02-10T23:37:22.000Z,18.01,24.09
DMFEL5431,2026-01-26T23:25:09.000Z,13.65,
DMFEL5431,2026-01-27T12:02:39.000Z,14.355,
DMFEL5431,2026-01-27T12:20:16.000Z,15.053333333333333,
DMFEL5431,2026-02-10T21:33:43.000Z,19.92,15.75
DMHRT7456,2026-01-26T22:51:15.000Z,13.7,
DMHRT7456,2026-01-27T02:36:43.000Z,14.825,
DMHRT7456,2026-01-27T04:55:28.000Z,16.606666666666666,
DMHRT7456,2026-01-27T05:30:09.000Z,17.395,
DMIYV7889,2026-01-27T02:31:18.000Z,7.85,
DMIYV7889,2026-01-27T14:08:30.000Z,7.26,
DMIYV7889,2026-02-10T03:49:41.000Z,12.35,15.36
DMKJB8675,2026-01-26T13:08:14.000Z,9.6,
DMKJB8675,2026-01-26T14:34:43.000Z,10.105,
DMKJB8675,2026-02-10T21:08:07.000Z,24.93,13.71
DMLBL6950,2026-01-27T03:21:06.000Z,14.18,
DMLFU0523,2026-01-26T13:04:54.000Z,8.95,
DMLFU0523,2026-02-10T20:24:49.000Z,16.05,6.95
DMLFU0523,2026-02-10T23:35:02.000Z,18.935000000000002,9.825
DMLRY2750,2026-01-27T08:53:07.000Z,8.92,
DMLRY2750,2026-01-27T10:39:03.000Z,10.02,
DMLRY2750,2026-02-10T05:29:41.000Z,13.6,15.96
DMLRY2750,2026-05-02T08:59:59.000Z,,
DMLRY2750,2026-05-02T09:52:50.000Z,,
DMMAG3845,2026-01-27T07:03:31.000Z,10.14,
DMMAG3845,2026-01-27T11:43:05.000Z,8.295,
DMMRS6981,2026-01-27T00:13:33.000Z,7.93,
DMMRS6981,2026-01-27T01:05:26.000Z,8.49,
DMSGP0807,2026-01-26T13:07:12.000Z,8.23,
DMSGP0807,2026-01-26T17:50:42.000Z,8.695,
DMSGP0807,2026-01-26T18:26:07.000Z,8.993333333333334,
DMTRR1120,2026-01-26T20:36:31.000Z,13.22,
DMTRR1120,2026-01-26T22:21:08.000Z,14.155000000000001,
DMTRR1120,2026-01-26T22:56:02.000Z,14.986666666666666,
DMTRR1120,2026-01-27T00:23:16.000Z,13.3825,
DMTRR1120,2026-01-27T03:52:39.000Z,14.822,
DMTRR1120,2026-01-27T12:18:07.000Z,15.198333333333332,
DMVDY6300,2026-01-26T12:46:50.000Z,7.07,
DMVDY6300,2026-01-26T13:39:08.000Z,7.5600000000000005,
DMVDY6300,2026-02-10T15:23:46.000Z,28.0,18.66
DMYFE2499,2026-01-27T02:32:18.000Z,10.11,
DMYFE2499,2026-01-27T10:23:55.000Z,12.379999999999999,
DMYFE2499,2026-02-10T23:02:47.000Z,23.28,13.4
DMYFE2499,2026-02-10T23:55:15.000Z,24.145000000000003,15.620000000000001
DMYYS7663,2026-01-27T10:05:09.000Z,15.5,
DMYYS7663,2026-01-27T11:31:10.000Z,17.09,
DNBEB5545,2026-01-27T02:06:01.000Z,8.37,
DNBEB5545,2026-02-10T21:06:41.000Z,17.28,13.41
DNBKU3560,2026-01-26T13:16:16.000Z,8.04,
DNBKU3560,2026-01-27T00:22:26.000Z,8.495,
DNBKU3560,2026-02-10T19:53:24.000Z,18.12,18.38
DNCCJ5144,2026-01-27T02:20:50.000Z,11.58,
DNCCJ5144,2026-01-27T03:30:39.000Z,14.059999999999999,
DNCCJ5144,2026-01-27T12:21:27.000Z,12.846666666666666,
DNCCJ5144,2026-02-10T03:43:39.000Z,14.27,14.6
DNCCJ5144,2026-02-10T15:19:24.000Z,19.405,15.739999999999998
DNEXF4696,2026-01-27T11:17:26.000Z,21.8,
DNEXF4696,2026-02-10T04:40:12.000Z,20.12,28.72
DNEXF4696,2026-02-10T20:31:44.000Z,18.825000000000003,27.35
DNFCT5518,2026-01-26T23:40:25.000Z,9.61,
DNFCT5518,2026-01-27T11:27:43.000Z,9.61,
DNUKL3524,2026-01-26T19:48:17.000Z,10.11,
DNUKL3524,2026-01-26T23:50:17.000Z,12.809999999999999,
DNUKL3524,2026-01-27T12:48:38.000Z,13.096666666666666,
DNUKL3524,2026-02-10T05:30:42.000Z,18.54,23.08
DNVBM2851,2026-01-27T00:25:41.000Z,8.58,
DNVBM2851,2026-01-27T11:25:32.000Z,10.93,
DPBXQ5234,2026-01-26T20:56:19.000Z,12.89,
DPCUT7707,2026-02-10T04:53:35.000Z,17.13,30.59
DPDDG5192,2026-01-26T23:06:18.000Z,13.72,
DPDDG5192,2026-01-27T03:06:17.000Z,16.88,
DPDDG5192,2026-01-27T07:40:27.000Z,16.896666666666665,
DPDDG5192,2026-01-27T10:31:54.000Z,16.6225,
DPDDG5192,2026-01-27T12:31:49.000Z,16.544,
DPMWW4120,2026-01-26T13:32:25.000Z,8.41,
DPMWW4120,2026-01-26T21:47:26.000Z,10.455,
DPMWW4120,2026-01-27T02:30:17.000Z,10.9,
DPMWW4120,2026-01-27T11:02:52.000Z,12.047500000000001,
DPMWW4120,2026-01-27T13:59:34.000Z,12.8025,
DPNPJ6846,2026-01-27T14:01:55.000Z,14.25,
DPNPJ6846,2026-02-10T04:22:31.000Z,18.68,16.58
DPNPJ6846,2026-02-10T04:39:44.000Z,17.675,16.534999999999997
DPNPJ6846,2026-02-10T23:17:50.000Z,19.976666666666667,17.19333333333333
DPNPJ6846,2026-02-10T23:52:14.000Z,21.28,17.53
DPQMK5751,2026-01-27T08:08:18.000Z,14.69,
DPWHE0976,2026-01-26T14:36:56.000Z,10.53,
DPWHE0976,2026-01-26T22:56:29.000Z,11.17,
DPWHE0976,2026-01-27T04:06:21.000Z,11.969999999999999,
DPWHE0976,2026-01-27T06:24:02.000Z,11.91,
DPWHE0976,2026-02-10T21:42:17.000Z,18.59,16.08
DPWHE0976,2026-02-10T23:07:58.000Z,17.91,15.625
DQABT4506,2026-01-26T23:08:00.000Z,12.25,
DQABT4506,2026-01-27T03:45:58.000Z,14.69,
DQABT4506,2026-02-10T04:10:32.000Z,18.1,20.71
DQABT4506,2026-02-10T20:37:28.000Z,17.015,20.83
DQAJZ3770,2026-01-26T23:38:45.000Z,9.31,
DQAJZ3770,2026-01-26T23:55:51.000Z,9.98,
DQAJZ3770,2026-01-27T01:38:23.000Z,10.520000000000001,
DQAJZ3770,2026-01-27T03:03:50.000Z,11.9,
DQAJZ3770,2026-01-27T04:46:22.000Z,12.774000000000001,
DQAJZ3770,2026-01-27T06:11:43.000Z,13.136666666666668,
DQAJZ3770,2026-02-10T20:45:05.000Z,16.54,13.48
DQGPJ5322,2026-01-26T13:16:24.000Z,8.95,
DQGPJ5322,2026-01-27T09:47:38.000Z,10.145,
DQGPJ5322,2026-02-10T20:56:53.000Z,14.3,11.83
DQIUL8061,2026-01-26T21:15:26.000Z,73.66,
DQIUL8061,2026-01-27T00:08:11.000Z,42.04,
DQJDZ1252,2026-01-26T12:25:54.000Z,12.61,
DQJDZ1252,2026-01-26T16:50:04.000Z,10.485,
DQJDZ1252,2026-01-26T22:42:00.000Z,11.096666666666666,
DQJDZ1252,2026-01-27T00:10:01.000Z,10.3025,
DQJDZ1252,2026-01-27T01:38:03.000Z,10.658,
DQJVA6225,2026-01-26T20:49:07.000Z,13.95,
DQJVA6225,2026-01-27T05:43:33.000Z,15.06,
DQRVM2041,2026-01-27T12:13:18.000Z,12.37,
DQRVM2041,2026-02-10T20:26:32.000Z,13.45,13.65
DQTUI1287,2026-01-27T04:55:48.000Z,13.1,
DQTUI1287,2026-01-27T06:04:25.000Z,11.725,
DQTUI1287,2026-01-27T11:47:58.000Z,11.579999999999998,
DQTUI1287,2026-02-10T20:08:27.000Z,24.54,8.41
DQUUS8611,2026-01-27T04:14:29.000Z,13.49,
DQUUS8611,2026-01-27T12:15:23.000Z,11.344999999999999,
DQVFE3070,2026-01-26T12:46:52.000Z,5.74,
DQVFE3070,2026-01-26T21:38:46.000Z,8.075,
DQVFE3070,2026-01-27T11:56:36.000Z,9.743333333333332,
DQVGW1846,2026-01-26T22:41:38.000Z,14.48,
DQVGW1846,2026-01-27T03:48:08.000Z,14.455,
DQVGW1846,2026-02-10T20:20:52.000Z,17.1,13.75
DQWCU6663,2026-01-26T20:04:41.000Z,13.38,
DQWCU6663,2026-01-27T04:09:56.000Z,13.375,
DQWCU6663,2026-02-10T21:11:37.000Z,19.55,11.01
DQXJA8041,2026-01-26T12:20:02.000Z,10.98,
DQXJA8041,2026-01-26T12:37:06.000Z,10.22,
DQXJA8041,2026-01-27T12:14:17.000Z,11.556666666666667,
DQZEA3135,2026-01-26T20:44:55.000Z,13.6,
DQZEA3135,2026-01-27T04:03:26.000Z,16.97,
DQZIL1804,2026-01-26T18:46:58.000Z,11.15,
DQZIL1804,2026-01-27T04:29:17.000Z,13.0,
DQZIL1804,2026-02-10T13:54:53.000Z,23.61,32.54
DRCQU4244,2026-01-27T01:25:47.000Z,10.22,
DRCQU4244,2026-01-27T06:36:20.000Z,12.004999999999999,
DRCQU4244,2026-01-27T07:28:04.000Z,13.003333333333332,
DRDMU5348,2026-01-26T18:40:37.000Z,7.3,
DRDMU5348,2026-01-26T19:31:52.000Z,7.135,
DRDMU5348,2026-01-27T11:45:32.000Z,7.833333333333333,
DRDMU5348,2026-02-10T06:34:24.000Z,16.85,18.8
DRDZF3698,2026-01-26T12:57:52.000Z,7.29,
DRDZF3698,2026-02-10T03:13:22.000Z,18.68,24.9
DRDZF3698,2026-02-10T21:36:18.000Z,18.735,22.119999999999997
DRHPF2920,2026-01-27T03:14:00.000Z,20.81,
DRHPF2920,2026-02-10T21:26:51.000Z,19.29,24.72
DRILK5150,2026-01-26T23:11:35.000Z,13.97,
DRILK5150,2026-01-26T23:28:51.000Z,12.129999999999999,
DRILK5150,2026-01-27T06:05:50.000Z,14.636666666666665,
DRILK5150,2026-01-27T11:33:35.000Z,14.075,
DRJGY6541,2026-01-26T15:29:26.000Z,7.05,
DRJGY6541,2026-01-27T09:05:30.000Z,10.81,
DRJGY6541,2026-01-27T09:40:05.000Z,11.773333333333333,
DRJGY6541,2026-02-10T20:01:40.000Z,16.66,11.44
DRJPX9457,2026-01-27T03:25:55.000Z,21.83,
DRRDD3500,2026-01-26T14:20:19.000Z,8.97,
DRUBP9408,2026-01-27T03:15:02.000Z,16.72,
DRYBG8957,2026-01-26T12:43:20.000Z,8.16,
DRYBG8957,2026-02-10T20:35:20.000Z,16.46,21.49
DRZTP3103,2026-01-26T23:00:37.000Z,9.19,
DRZTP3103,2026-01-27T00:09:09.000Z,9.605,
DRZTP3103,2026-01-27T07:34:35.000Z,10.933333333333332,
DSHWY2305,2026-01-26T22:10:16.000Z,9.72,
DSHWY2305,2026-01-26T23:02:13.000Z,10.015,
DSHWY2305,2026-01-27T07:42:16.000Z,11.653333333333334,
DSHYP2656,2026-01-27T02:12:48.000Z,14.73,
DSHYP2656,2026-01-27T09:09:48.000Z,14.425,
DSHYP2656,2026-02-10T14:13:29.000Z,21.48,28.9
DSKDX3738,2026-01-26T13:21:28.000Z,7.78,
DSKDX3738,2026-01-26T22:07:00.000Z,12.08,
DSKDX3738,2026-01-27T00:27:11.000Z,12.26,
DSKDX3738,2026-01-27T03:22:30.000Z,13.84,
DSKDX3738,2026-01-27T10:23:07.000Z,14.334,
DSKEW3707,2026-01-26T21:12:37.000Z,15.41,
DSKEW3707,2026-01-27T09:55:48.000Z,16.490000000000002,
DSSQU9498,2026-01-26T14:48:39.000Z,6.21,
DSSQU9498,2026-01-26T17:40:52.000Z,6.76,
DSSQU9498,2026-01-26T19:09:01.000Z,7.326666666666667,
DSSQU9498,2026-01-26T23:20:50.000Z,8.842500000000001,
DSSQU9498,2026-01-27T02:08:48.000Z,8.894000000000002,
DSSQU9498,2026-01-27T03:32:47.000Z,9.878333333333336,
DSSQU9498,2026-01-27T03:36:59.000Z,10.318571428571431,
DSSQU9498,2026-01-27T05:47:07.000Z,10.530000000000003,
DSSQU9498,2026-01-27T14:22:24.000Z,11.320000000000002,
DSSQU9498,2026-02-10T05:18:05.000Z,16.51,20.51
DSSQU9498,2026-02-10T14:05:57.000Z,20.46,24.015
DSSQU9498,2026-02-10T20:01:03.000Z,20.92,25.276666666666667
DSZQR8376,2026-01-26T19:14:42.000Z,9.38,
DSZQR8376,2026-01-27T03:20:17.000Z,13.515,
DSZQR8376,2026-01-27T03:54:58.000Z,15.673333333333332,
DSZQR8376,2026-01-27T10:16:21.000Z,16.4525,
DSZQR8376,2026-01-27T14:53:33.000Z,15.148000000000001,
DSZQR8376,2026-02-10T20:22:01.000Z,21.0,11.66
DSZQR8376,2026-02-10T20:39:16.000Z,19.84,9.545
DTCRA7818,2026-01-26T15:40:05.000Z,10.13,
DTCRA7818,2026-01-26T22:38:50.000Z,12.835,
DTCRA7818,2026-01-27T02:25:30.000Z,12.69,
DTCRA7818,2026-01-27T04:44:59.000Z,14.0525,
DTCRA7818,2026-02-10T21:10:22.000Z,17.35,19.67
DTFVD6048,2026-01-26T23:54:18.000Z,6.88,
DTFVD6048,2026-01-27T00:28:43.000Z,7.1,
DTFVD6048,2026-01-27T01:37:36.000Z,8.34,
DTFVD6048,2026-01-27T02:11:58.000Z,9.3525,
DTFVD6048,2026-01-27T04:46:55.000Z,10.044,
DTFVD6048,2026-01-27T12:48:23.000Z,10.389999999999999,
DTKNM4892,2025-12-07T22:59:29.886Z,,
DTKNM4892,2026-01-26T12:47:08.000Z,7.41,
DTKNM4892,2026-02-10T05:48:10.000Z,16.1,17.19
DTKNM4892,2026-02-10T20:34:01.000Z,15.5,14.915000000000001
DTQTJ0507,2026-01-26T22:06:38.000Z,10.56,
DTQTJ0507,2026-01-27T11:38:50.000Z,11.875,
DTQTJ0507,2026-02-10T04:06:19.000Z,15.42,17.36
DTUGZ9693,2026-01-26T13:34:26.000Z,7.19,
DTUGZ9693,2026-01-27T04:49:26.000Z,14.395000000000001,
DTUGZ9693,2026-02-10T21:04:27.000Z,18.53,13.96
DTVYY1142,2026-01-26T12:15:35.000Z,9.32,
DTVYY1142,2026-01-27T03:48:06.000Z,13.845,
DTVYY1142,2026-01-27T09:50:39.000Z,15.25,
DTVYY1142,2026-02-10T14:22:29.000Z,27.51,29.66
DTYDP5264,2026-01-26T13:33:51.000Z,5.66,
DTYDP5264,2026-01-26T13:51:34.000Z,6.385,
DTYDP5264,2026-01-26T16:13:12.000Z,7.036666666666666,
DTYDP5264,2026-01-26T23:00:03.000Z,7.5525,
DTYDP5264,2026-01-27T01:21:37.000Z,7.587999999999999,
DTYDP5264,2026-01-27T12:51:13.000Z,8.086666666666666,
DUDWN9545,2026-01-26T18:53:10.000Z,13.66,
DUDWN9545,2026-01-27T12:28:23.000Z,15.49,
DUDWN9545,2026-02-10T15:20:08.000Z,26.09,23.01
DUGYZ8163,2026-01-26T12:03:43.000Z,9.93,
DUGYZ8163,2026-01-26T12:38:07.000Z,8.27,
DUGYZ8163,2026-01-27T06:58:57.000Z,10.76,
DUGYZ8163,2026-01-27T11:34:09.000Z,11.467500000000001,
DUGYZ8163,2026-01-27T12:08:33.000Z,12.282499999999999,
DUGYZ8163,2026-02-10T20:43:47.000Z,12.0,16.87
DUIZW8642,2026-01-27T04:00:31.000Z,14.51,
DUIZW8642,2026-01-27T07:31:22.000Z,13.94,
DUIZW8642,2026-01-27T10:27:03.000Z,14.329999999999998,
DUIZW8642,2026-01-27T14:15:24.000Z,12.372499999999999,
DUNKA8014,2026-01-26T16:52:36.000Z,12.88,
DUNKA8014,2026-01-26T23:26:25.000Z,13.105,
DUNKA8014,2026-01-27T03:09:03.000Z,14.07,
DUSKD5383,2026-01-26T12:35:39.000Z,6.58,
DUSKD5383,2026-01-26T19:33:00.000Z,8.49,
DUSKD5383,2026-01-26T23:18:58.000Z,8.676666666666668,
DUSKD5383,2026-01-27T11:28:54.000Z,10.697500000000002,
DUSKD5383,2026-01-27T12:03:39.000Z,10.944,
DUUZN2841,2026-01-26T22:18:17.000Z,8.99,
DUUZN2841,2026-01-27T14:23:21.000Z,8.780000000000001,
DUUZN2841,2026-01-27T14:40:34.000Z,9.416666666666666,
DUXLQ7589,2026-01-27T11:44:51.000Z,13.53,
DUXLQ7589,2026-02-10T23:23:22.000Z,22.16,12.99
DVCHA9392,2026-01-26T23:09:41.000Z,13.07,
DVCHA9392,2026-01-26T23:44:59.000Z,12.129999999999999,
DVCHA9392,2026-01-27T02:23:55.000Z,11.04,
DVCHA9392,2026-02-10T05:56:07.000Z,15.48,13.81
DVCMB9343,2026-01-26T12:34:16.000Z,7.51,
DVCMB9343,2026-01-26T19:09:59.000Z,9.235,
DVCMB9343,2026-02-10T21:09:45.000Z,16.71,12.53
DVNGV1890,2026-01-26T14:28:26.000Z,15.62,
DVNGV1890,2026-01-26T18:29:25.000Z,16.95,
DVNGV1890,2026-01-27T02:32:22.000Z,17.44333333333333,
DVNGV1890,2026-02-10T14:17:56.000Z,25.09,27.98
DVNGV1890,2026-02-10T23:09:16.000Z,24.355,30.1
DVPEA0040,2026-01-27T02:51:41.000Z,19.24,
DVPEA0040,2026-01-27T10:47:16.000Z,17.27,
DVPEA0040,2026-01-27T14:18:33.000Z,15.963333333333333,
DVPEA0040,2026-02-10T04:33:10.000Z,15.41,9.04
DVPZF1960,2026-01-26T18:10:36.000Z,17.37,
DVPZF1960,2026-01-27T04:19:16.000Z,22.634999999999998,
DVPZF1960,2026-01-27T05:46:13.000Z,22.336666666666662,
DVPZF1960,2026-01-27T11:16:28.000Z,21.447499999999998,
DVRBW4874,2026-01-26T22:37:26.000Z,8.73,
DVRBW4874,2026-01-27T06:42:00.000Z,9.67,
DVRBW4874,2026-01-27T14:11:45.000Z,9.793333333333333,
DVRBW4874,2026-02-10T06:11:27.000Z,16.46,16.42
DVRBW4874,2026-02-10T21:08:47.000Z,16.39,13.815000000000001
DVWMK9661,2026-01-27T12:33:09.000Z,13.89,
DVWMK9661,2026-01-27T13:58:19.000Z,12.24,
DVWMK9661,2026-01-27T14:49:24.000Z,11.08,
DVWMK9661,2026-02-10T15:04:39.000Z,26.53,20.76
DVWMK9661,2026-02-10T15:21:37.000Z,26.67,18.945
DVWMK9661,2026-02-10T23:50:39.000Z,25.30666666666667,17.59
DVYCN4987,2026-01-27T01:54:38.000Z,10.91,
DVYCN4987,2026-01-27T05:25:48.000Z,14.685,
DWBTT8209,2026-01-01T15:43:43.363Z,3.7,
DWBTT8209,2026-01-15T09:40:05.000Z,3.49,
DWBTT8209,2026-01-26T16:46:27.000Z,7.01,
DWBTT8209,2026-01-27T10:15:18.000Z,8.945,
DWBTT8209,2026-01-27T14:19:53.000Z,7.63,
DWBTT8209,2026-01-31T05:59:52.000Z,3.29,
DWBTT8209,2026-01-31T06:52:16.000Z,3.3049999999999997,
DWBTT8209,2026-02-07T07:16:36.000Z,3.94,
DWBTT8209,2026-03-01T13:11:23.000Z,3.65,
DWBTT8209,2026-03-17T08:20:08.000Z,4.2,
DWBTT8209,2026-03-24T04:20:34.000Z,3.97,
DWCTD3003,2026-01-26T12:23:24.000Z,20.33,
DWCTD3003,2026-01-26T23:04:37.000Z,17.58,
DWCTD3003,2026-01-27T01:40:33.000Z,16.063333333333333,
DWCTD3003,2026-01-27T04:51:17.000Z,15.565,
DWEIE9311,2026-01-26T16:12:16.000Z,7.59,
DWEIE9311,2026-01-27T14:38:10.000Z,9.815,
DWEIE9311,2026-02-10T04:43:29.000Z,26.61,19.63
DWEWU1433,2026-01-27T00:18:44.000Z,7.26,
DWEWU1433,2026-02-10T05:04:00.000Z,17.49,20.5
DWFRI5691,2026-01-26T14:29:56.000Z,7.03,
DWFRI5691,2026-01-26T23:52:16.000Z,8.655,
DWFRI5691,2026-01-27T06:54:02.000Z,10.753333333333332,
DWFRI5691,2026-01-27T09:32:07.000Z,11.76,
DWFRI5691,2026-02-10T19:58:30.000Z,15.06,16.34
DWGYM0810,2026-01-26T16:33:10.000Z,16.82,
DWGYM0810,2026-01-27T00:02:42.000Z,14.16,
DWGYM0810,2026-02-10T05:47:11.000Z,23.54,11.56
DWGYM0810,2026-02-10T15:16:54.000Z,29.335,14.440000000000001
DWGYM0810,2026-02-10T20:10:01.000Z,31.060000000000002,13.753333333333336
DWKUZ0134,2025-12-11T01:09:59.179Z,6.35,
DWKUZ0134,2025-12-19T14:16:06.434Z,8.0,
DWKUZ0134,2026-01-02T14:37:49.575Z,9.71,
DWKUZ0134,2026-01-26T23:34:59.000Z,13.32,
DWKUZ0134,2026-01-26T23:52:17.000Z,12.844999999999999,
DWKUZ0134,2026-01-27T14:51:26.000Z,13.453333333333333,
DWKUZ0134,2026-02-27T11:53:15.000Z,23.83,
DWKUZ0134,2026-03-24T10:53:46.000Z,6.92,
DWMKK1484,2026-01-27T03:47:10.000Z,16.0,
DWMKK1484,2026-01-27T10:50:51.000Z,16.515,
DWMKK1484,2026-01-27T14:04:50.000Z,15.756666666666668,
DWMKK1484,2026-02-10T03:30:58.000Z,19.05,15.26
DWMLU4849,2026-01-26T12:45:47.000Z,9.65,
DWMLU4849,2026-01-27T05:10:32.000Z,14.399999999999999,
DWMLU4849,2026-01-27T06:19:36.000Z,15.35,
DWMUZ3935,2026-01-25T15:00:25.000Z,6.16,
DWMUZ3935,2026-01-26T23:38:36.000Z,12.0,
DWMUZ3935,2026-01-27T03:27:56.000Z,17.3,
DWMUZ3935,2026-01-27T05:49:02.000Z,18.849999999999998,
DWMUZ3935,2026-01-27T14:02:40.000Z,16.235,
DWRMS8182,2026-01-26T12:46:45.000Z,10.02,
